; ===== 트레잇 오써링 CSV (기존 182 스켈레톤 + 새 스키마) =====
; 인코딩 규약: design/traits_authoring_sample.csv 상단 참조
; ★ effects/bridges 값 전부 잠정 1차 패스 — 세부 다듬기/통합 밸런싱에서 조정
; effects/bridges/subMain/subSub/acquire/rarity/contraPair = 밸런싱/콘텐츠 패스에서 채움
; 신규 로스터 이름(trait_roster.md [신])은 아직 미포함 — id 부여 후 추가

[combat]
id,name,category,tier,rarity,subMain,subSub,acquire,apCost,element,dmgMult,target,effects,bridges,contraPair,description
CT_MARTYR,살신,전투,3,,합성계,None,합성,1,None,0,single_ally,,special|coverAlly|1 ; special|regen|0.1,,제 몸으로 아군의 피해를 받아내고 되살아난다. (구 자기희생(CT) 개명 — 동명 3종 해소)
[personality]
id,name,category,tier,rarity,subMain,subSub,acquire,effects,bridges,contraPair,description
PT_FEARLESS,겁없음,성격,1,,기질,,,,weight|공격|0.3,,위험을 두려워하지 않는다. 공격 행동을 선호하고 도주를 꺼린다.
PT_COMBATIVE,호전적,성격,1,,기질,,,,weight|공격|0.25,,싸움을 즐긴다. 공격 행동을 강하게 선호한다.
PT_TIMID,소심,성격,1,,기질,,,,weight|회피|0.2 ; weight|방어|0.2,,겁이 많다. 방어 행동과 도주를 선호한다.
PT_WILDNESS,야성,성격,2,,기질,,,,weight|공격|0.2,,야생의 본능으로 행동한다.
PT_DULL,둔감,성격,1,,기질,,,조교|감도.전부위|gainMult|0.8,,,반응이 느리다. 방어적이지만 도주하지 않는다.
PT_VANITY,허영,성격,1,,사교,,,관계|호의|gainMult|0.9 ; 관계|선물반응|gainMult|1.2,,,자신을 과시하려 한다.
PT_EMOTIONAL_BURST,감정폭발,성격,1,,기질,,,조교|global.전체|mult|변동1.3,,,감정이 폭발하면 공격적으로 변한다.
PT_APATHETIC,무심,성격,1,,기질,,,조교|global.전체|gainMult|0.85,,,관심이 없다. 균형잡힌 행동 패턴.
PT_DOMINATION,지배욕,성격,2,,관계,,,관계|시설효율|mult|1.2 ; 관계|타유닛관계|mult|0.8,,,지배하려 한다. 공격 선호· 도주 거부.
PT_PASSIVE,수동적,성격,1,,관계,,,조교|global.복종|gainMult|1.2,weight|방어|0.15,,스스로 행동하기보다 상황에 따른다.
PT_VIGILANT,경계심,성격,2,,관계,,,관계|호의|gainMult|0.8,weight|회피|0.2,,항상 경계한다. 방어적 행동을 선호한다.
PT_POSSESSIVE,소유욕,성격,1,,관계,,,관계|질투|gainMult|1.3,,,가진 것을 지키려 한다.
PT_CAUTIOUS,신중,성격,1,,마음가짐,,,,weight|방어|0.15 ; target|threat,,신중하게 행동한다.
PT_DUTY,의무감,성격,1,,마음가짐,,,관계|호감도하락|mult|0.7,,,의무를 다하려 한다. 방어적이고 도주하지 않는다.
PT_DEPENDENT,의존,성격,2,,관계,,,관계|호감도|gainMult|1.2|when:동석,,,누군가에게 의존하려 한다.
PT_OBSERVANT,관찰벽,성격,1,,사교,,,탐사|발견|gainMult|1.3,,,관찰하고 분석하려 한다.
PT_INTROVERTED,내향,성격,1,,사교,,,생활|시설효율|mult|1.05 ; 관계|호감도|gainMult|0.9|when:동행,,,안으로 향한다. 방어적 행동 선호.
PT_SEDUCTIVE,유혹,성격,2,,관계,,,관계|교섭|gainMult|1.2,,,유혹적으로 행동한다.
PT_LOYAL,의리,성격,1,,관계,,,관계|호감도하락|mult|0.6,,,의리를 지킨다. 도주하지 않는다.
PT_CURIOUS,호기심,성격,2,,마음가짐,,,조교|역가.숙련|gainMult|1.2 ; 탐사|발견|gainMult|1.15,,,호기심이 강하다.
PT_CRAFTY,교활,성격,2,,관계,,,관계|교섭|gainMult|1.2,,,교활하게 행동한다.
PT_LOYAL_FAITHFUL,충직,성격,2,,관계,,,관계|호감도하락|mult|0.5,stat|ATK|mult|1.1|when:호감도단계:gte:유대,,충직하게 따른다.
PT_STUBBORN,완고,성격,1,,마음가짐,,,조교|상태변화|gainMult|0.8,stat|DEF|mult|2.0|when:hpPct:lt:0.3,,쉽게 물러서지 않는다.
PT_CLEAN_FREAK,결벽,성격,1,,마음가짐,,,조교|불결반감|gainMult|1.3,,,불순한 것을 거부한다.
PT_ARROGANT,오만,성격,2,,관계,,,관계|호의|gainMult|0.9,,,자신이 가장 우월하다고 여긴다.
PT_CLINGY,밀착,성격,1,,관계,,,관계|호감도|gainMult|1.2|when:동석,,,가까이 붙어있으려 한다.
PT_DEVOTED,헌신,성격,1,,관계,,,조교|global.복종|gainMult|1.2,,,상대를 위해 헌신한다.
PT_SHY,수줍음,성격,1,,사교,,,조교|감도|gainMult|1.15|when:노출,,,쉽게 부끄러워한다.
PT_AIRHEAD,천연,성격,1,,기질,,,조교|global.공포|gainMult|0.95,,,자연스럽고 꾸밈이 없다. [flavor]
PT_MOODY,기분파,성격,1,,기질,,,조교|global.전체|mult|변동,,,기분에 따라 행동이 바뀐다.
PT_OBSESSIVE,집착,성격,1,,관계,,,관계|질투|gainMult|1.4,,,한 가지에 집착한다.
PT_INQUISITIVE,탐구적,성격,1,,사교,,,탐사|발견|gainMult|1.2 ; 탐사|파편로어|gainMult|1.2,,,모든 것을 탐구하려 한다.
PT_EXPRESSIONLESS,무표정,성격,1,,사교,,,조교|노출효과|gainMult|0.9,,,표정 변화가 거의 없다. [flavor]
PT_RESIGNED,체념,성격,1,,마음가짐,,,조교|global.반감|gainMult|0.9,,,체념하고 있다. [flavor]
PT_ENLIGHTENED,달관,성격,2,,마음가짐,,,조교|global.공포|gainMult|0.85 ; 관계|호감도|gainMult|0.95,,,세상의 이치를 달관했다. [flavor]
PT_MIMIC,흉내쟁이,성격,1,,사교,,,조교|역가전반|gainMult|1.05,,,상대의 행동을 따라한다. [flavor]
PT_DUALITY,양면성,성격,3,,시그니처,,합성,조교|모순공존|gate|1,,,두 가지 면을 가지고 있다.
PT_HOARDER,수집벽,성격,2,,사교,,,탐사|채집|gainMult|1.3,,,수집벽
PT_DETACHED,초연,성격,2,,마음가짐,,,조교|global.연모|gainMult|0.9 ; 조교|global.공포|gainMult|0.9,,,초연 [flavor]
PT_EMBRACE,포용,성격,2,,관계,,,관계|호감도|gainMult|1.15,,,포용
PT_ALOOF,고고,성격,2,,마음가짐,,,관계|호감도|gainMult|0.9 ; 관계|교섭|gainMult|1.1,,,고고 [flavor]
PT_EMOTIONLESS_SURFACE,무감정(표면),성격,2,,사교,,,조교|global.음란|gainMult|0.9 ; 조교|global.공포|gainMult|0.9,,,무감정(표면) [flavor]
PT_SADISTIC,가학적,성격,2,,관계,,,조교|가학출력|gainMult|1.2,stat|ATK|mult|1.1 ; target|weakpoint,,가학적
PT_DOMINEERING,지배적,성격,2,,관계,,,관계|시설효율|mult|1.15,weight|공격|0.15,,지배적
PT_MERCILESS,냉혹,성격,2,,관계,,,,target|lowHp,,냉혹
PT_MANIACAL_RESEARCH,광적 탐구,성격,2,,관계,,,탐사|미지|gainMult|1.3,,,광적 탐구
PT_TENACITY,집념,성격,2,,관계,,,관계|호감도하락|mult|0.5,,,집념
PT_TRANSCENDENT,초탈,성격,2,,마음가짐,,,조교|고통|gainMult|0.85,,,초탈 [flavor]
PT_SELF_SACRIFICE,자기희생,성격,2,,관계,,,조교|global.복종|gainMult|1.3 ; 조교|global.반감|gainMult|0,,,자기희생
PT_SILENT,침묵,성격,2,,마음가짐,,,관계|호감도|gainMult|0.95,weight|방어|0.1,,침묵 [flavor]

PT_STEADFAST,꿋꿋함,성격,1,,기질,담력,후보풀,조교|고통|gainMult|0.8 ; 생활|기력|mult|1.1,,,꿋꿋함
PT_SENSITIVE,감수성,성격,2,,기질,감정,후보풀,조교|감도.전부위|gainMult|1.15,,PT_UNFEELING,감수성 효과(잠정)
PT_UNFEELING,감정결여,성격,1,,기질,감정,후보풀,조교|global.전체|gainMult|0.8,,PT_SENSITIVE,감정결여 효과(잠정)
PT_SELF_LOVE,자애,성격,1,,기질,자기상,후보풀,관계|호감도|gainMult|1.1,,,자애
PT_RUEFUL,애석,성격,1,,기질,감정,후보풀,관계|호감도|gainMult|1.05,,,애석 [flavor]
PT_SELF_DOUBT,자격지심,성격,2,,기질,자기상,후보풀,관계|호감도|gainMult|0.9,,PT_ARROGANT,자격지심 효과(잠정)
PT_CONFIDENT,자신감,성격,1,,기질,자기상,후보풀,관계|호감도|gainMult|1.05,,,자신감 효과(잠정) — 자격지심 모순 극
PT_OPTIMIST,낙관,성격,1,,기질,전망,후보풀,조교|global.공포|gainMult|0.8,,PT_PESSIMIST,낙관 효과(잠정)
PT_PESSIMIST,비관,성격,1,,기질,전망,후보풀,조교|global.공포|gainMult|1.2,,PT_OPTIMIST,비관 효과(잠정)
PT_WHINY,엄살,성격,3,,기질,고통감수,합성,조교|고통|gainMult|1.3 ; 조교|global.공포|gainMult|1.1,,PT_HARDY_MIND,엄살
PT_HARDY_MIND,의연,성격,3,,기질,고통감수,합성,조교|고통|gainMult|0.7,,PT_WHINY,의연
PT_GLOOMY,음울,성격,3,,기질,공포감수,합성,조교|global.공포|gainMult|1.2,,PT_CHEERFUL,음울
PT_CHEERFUL,명랑,성격,3,,기질,공포감수,합성,조교|global.공포|gainMult|0.8,,PT_GLOOMY,명랑
PT_PRIDE_HIGH,프라이드높음,성격,3,,기질,자기상,합성,조교|global.굴복|gainMult|0.8 ; 조교|기교|gainMult|0.9,,PT_PRIDE_LOW,프라이드높음
PT_PRIDE_LOW,프라이드낮음,성격,3,,기질,자기상,합성,조교|global.굴복|gainMult|1.2,,PT_PRIDE_HIGH,프라이드낮음
PT_HONEST,정직,성격,1,,기질,솔직함,후보풀,조교|global.전체|gainMult|1.1,,PT_TSUNDERE,정직 효과(잠정)
PT_TSUNDERE,츤데레,성격,1,,기질,솔직함,후보풀,관계|호감도|gainMult|0.8|when:초기,,PT_HONEST,츤데레 효과(잠정)
PT_SELF_RESTRAINT,자제심,성격,2,,마음가짐,절제,후보풀,조교|쾌락계|gainMult|0.8,,,자제심
PT_CONSERVATIVE,보수적,성격,1,,마음가짐,지향,후보풀,조교|변용도|gainMult|0.8,,PT_CURIOUS,보수적 효과(잠정)
PT_NO_OVERSTEP,일선을넘지않음,성격,2,,마음가짐,절제,후보풀,조교|역가전반|gainMult|0.8,,,일선을넘지않음
PT_WEAK_POINT,약점,성격,1,,마음가짐,기타,후보풀,조교|커맨드실행|gate|0.8,,,약점
PT_INDIFFERENT,무관심,성격,1,,마음가짐,기타,후보풀,조교|global.전체|gainMult|0.8,,,무관심
PT_REPRESSED,억압,성격,3,,마음가짐,해방,합성,조교|global.음란|gainMult|0.7,,PT_LIBERATED,억압 효과(잠정)
PT_LIBERATED,해방,성격,3,,마음가짐,해방,합성,조교|global.음란|gainMult|1.3,,PT_REPRESSED,해방 효과(잠정)
PT_RESISTANT,저항,성격,1,,마음가짐,기타,후보풀,조교|global.반감|gainMult|1.3 ; 조교|global.욕정|gainMult|0.8,,,저항 효과(잠정)
PT_TIMID_SOCIAL,소극적,성격,1,,사교,사교,후보풀,관계|호의|gainMult|0.8,,PT_SOCIABLE,소극적 효과(잠정)
PT_SOCIABLE,사교적,성격,1,,사교,사교,후보풀,관계|호의|gainMult|1.2,,PT_TIMID_SOCIAL,사교적 효과(잠정)
PT_ATTENTION,눈에띄고싶음,성격,1,,사교,표현,후보풀,조교|노출효과|gainMult|1.3,,,눈에띄고싶음
PT_LITTLE_DEVIL,소악마,성격,2,,성관련,도발,후보풀,조교|global.복종|gainMult|0.8,weight|회피|0.15,,소악마 효과(잠정)
PT_INSTANT_FALL,즉각함락,성격,2,,성관련,함락,후보풀,조교|global.연모|gainMult|1.5 ; 조교|global.복종|gainMult|1.5,,PT_WARY,즉각함락 효과(잠정)
PT_CHASTITY,정조관념,성격,1,,성관련,정조,후보풀,조교|global.반감|gainMult|1.2|when:미함락,,PT_CHASTITY_NONE,정조관념 효과(잠정)
PT_CHASTITY_NONE,정조관둔감,성격,1,,성관련,정조,후보풀,조교|global.반감|gainMult|0.8,,PT_CHASTITY,정조관둔감 효과(잠정)
PT_BASHFUL,부끄럼쟁이,성격,1,,성관련,수치,후보풀,조교|감도|gainMult|1.2|when:노출 ; 조교|global.반감|gainMult|1.1,,PT_SHAMELESS,부끄럼쟁이 효과(잠정)
PT_SHAMELESS,부끄럼없음,성격,1,,성관련,수치,후보풀,조교|노출효과|gainMult|0.8,,PT_BASHFUL,부끄럼없음 효과(잠정)
PT_JEALOUS,질투많음,성격,1,,성관련,감정,후보풀,관계|질투|gainMult|1.5,,,질투많음
PT_YANDERE,얀데레,성격,3,,시그니처,집착,합성,관계|호감도|gainMult|1.5 ; 관계|질투|gainMult|2.0,,,얀데레 효과(잠정)
PT_MADNESS,광증,성격,3,,시그니처,붕괴,변용:붕괴:2,조교|global.공포|immune|1 ; 관계|호감도|gainMult|0.8,,,(신규 — effects 미작성)
PT_CHILDISH,유치,성격,2,,시그니처,퇴행,후보풀,조교|global.순종|gainMult|1.2 ; 조교|가슴조교|gainMult|1.2,,,유치
PT_UNFATHOMABLE,종잡을수없음,성격,2,,시그니처,은폐,후보풀,관계|호감도표시|gate|은폐,,,종잡을수없음
PT_TIDY,청결,성격,1,,생활,위생,후보풀,생활|위생시설|mult|1.15,,,청결
PT_PUNCTUAL,시간엄수,성격,1,,생활,시간,후보풀,생활|야근확률|add|-0.1,,,시간엄수
PT_DIET,절식,성격,1,,생활,식습관,후보풀,생활|체중편차|mult|0.8,,,절식
PT_DILIGENT,근면,성격,1,,생활,근면,후보풀,생활|시설효율|mult|1.15,,PT_LAZY,근면 효과(잠정)
PT_LAZY,게으름,성격,1,,생활,근면,후보풀,생활|시설효율|mult|0.85,,PT_DILIGENT,게으름 효과(잠정)
PT_THRIFTY,영리한소비,성격,1,,생활,소비,후보풀,생활|동행비용|add|-1,,,영리한소비
PT_NOBLE,고귀,성격,2,,적성,지식,초기,생활|지식.경영|gainMult|1.2 ; 관계|교섭|gainMult|1.1,,,고귀 적성
PT_ARTISTIC,예술감각,성격,1,,적성,지식,후보풀,생활|지식.예술|gainMult|1.2,,,예술감각 적성
PT_SCHOLARLY,학구열,성격,1,,적성,지식,후보풀,탐사|지식.魔物|gainMult|1.2 ; 생활|지식.역사|gainMult|1.2,,,학구열 적성
PT_CRISIS_SENSE,위기감지,성격,3,,모순,통합,모순합성,,weight|회피|0.2 ; stat|회피|add|0.1|when:hpPct:<=:0.3,,소심과 겁없음이 하나로 — 위험을 먼저 읽는다.
PT_PANIC,공황,성격,3,,모순,분열,모순합성,조교|global.공포|gainMult|1.3,weight|회피|0.3,,모순에 찢겨 위험 앞에서 얼어붙는다.
PT_EMOTION_CONTROL,감정제어,성격,3,,모순,통합,모순합성,조교|global.공포|gainMult|0.7,,,감수성과 둔감의 합일 — 감정을 다룬다.
PT_DISSOCIATION,감정해리,성격,3,,모순,분열,모순합성,조교|global.연모|gainMult|0.6 ; 관계|호감도|gainMult|0.7,,,감정이 몸에서 떨어져 나갔다.
PT_PRIDE_TRUE,자긍,성격,3,,모순,통합,모순합성,관계|호감도|gainMult|1.1,,,흔들리지 않는 자기 확신.
PT_SELF_DESTRUCT,자기파괴,성격,3,,모순,분열,모순합성,조교|global.반감|gainMult|1.2,stat|DEF|mult|0.9,,자신을 갉아먹는 확신.
PT_EQUANIMITY,평정,성격,3,,모순,통합,모순합성,조교|global.반감|gainMult|0.8,stat|DEF|mult|1.05,,낙관도 비관도 아닌 고요.
PT_UNSTABLE_MIND,정서불안,성격,3,,모순,분열,모순합성,조교|global.공포|gainMult|1.3,,,마음의 날씨가 수시로 뒤집힌다.
PT_CONSISTENCY,일관,성격,3,,모순,통합,모순합성,관계|호감도|gainMult|1.15,,,겉과 속이 같은 사람.
PT_CAPRICE,변덕,성격,3,,모순,분열,모순합성,관계|호감도|gainMult|0.85,,,어제의 말과 오늘의 말이 다르다.
PT_SAVOIR,처세,성격,3,,모순,통합,모순합성,관계|호감도|gainMult|1.2,,,나설 때와 물러설 때를 안다.
PT_SOCIAL_ANXIETY,대인불안,성격,3,,모순,분열,모순합성,관계|호감도|gainMult|0.7,,,사람 곁이 편하지 않다.
PT_MOOD_SWINGS,기복,성격,3,,모순,분열,모순합성,조교|역가전반|gainMult|0.85,,,오르는 날과 가라앉는 날의 낙차.
PT_BALANCED_INQUIRY,균형탐구,성격,3,,모순,통합,모순합성,탐사|발견|gainMult|1.2,,,새것을 좇되 뿌리를 놓지 않는다.
PT_INDECISIVE,우유부단,성격,3,,모순,분열,모순합성,,weight|방어|0.2,,갈림길마다 멈춰 선다.
PT_DOCILE,온순,성격,1,,기질,,초기,조교|global.반감|gainMult|0.85,,,온순하게 따른다. (잠정)
PT_COOLHEAD,냉정,성격,1,,마음가짐,,후보풀,조교|global.공포|gainMult|0.8,weight|방어|0.1,,어떤 순간에도 차갑게 판단한다. (잠정)
PT_SUNNY,해맑음,성격,3,,기질,행성,합성,관계|호감도|gainMult|1.1,,,티 없이 당당한 밝음 — 태양의 기질. (잠정)
PT_MOONSTRUCK,달뜸,성격,3,,기질,행성,합성,조교|global.음란|gainMult|1.1,,,들뜨고 몽롱한 — 달의 기질. (잠정)
PT_FIERY,화끈,성격,3,,기질,행성,합성,,weight|공격|0.2,,다혈에 시원시원한 — 화성의 기질. (잠정)
PT_AMOROUS,금슬,성격,3,,기질,행성,합성,관계|호감도|gainMult|1.15,,,살갑고 애정 깊은 — 금성의 기질. (잠정)
PT_EASYGOING,수더분,성격,3,,기질,행성,합성,조교|global.반감|gainMult|0.85,,,둥글둥글 유연한 — 수성의 기질. 홀로(모순 불참). (잠정)
PT_PASTORAL,목가,성격,3,,기질,행성,합성,관계|호감도|gainMult|1.05,,,느긋하고 너그러운 — 목성의 기질. (잠정)
PT_ROOTED,토박이,성격,3,,기질,행성,합성,,stat|DEF|mult|1.05,,뿌리내려 묵직한 — 토성의 기질. (잠정)
PT_CLEAR_MOON,제월,성격,4,,별잎,,모순합성,조교|global.공포|gainMult|0.7 ; 관계|호감도|gainMult|1.2,,,비 갠 하늘의 달 — 흐림을 다 지나온 맑음.
PT_DEVIANCE,일탈,성격,4,,별잎,,모순합성,조교|global.음란|gainMult|1.3 ; 관계|호감도|gainMult|0.85,,,금 밖으로 나가는 순간만 살아있다.
PT_DIGNITY,긍지,성격,4,,별잎,,모순합성,조교|global.복종|gainMult|0.7 ; 관계|호감도|gainMult|1.15,stat|DEF|mult|1.1,,누가 꺾어도 굽지 않는 자기 가치.
PT_FAITH,신의,성격,3,,합성계,,합성,관계|호감도|gainMult|1.2 ; 조교|global.반감|gainMult|0.85,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
PT_JUPITER_STAR,세성,성격,4,,별잎,,모순합성,생활|시설효율|gainMult|1.15 ; 관계|호감도|gainMult|1.15,,,해를 세며 기다리는 너그러움 — 도시가 그를 좋아한다.
PT_LOYALTY,충의,성격,4,,합성계,,합성,관계|호감도|gainMult|1.2,stat|ATK|mult|1.15|when:호감도:>=:80 ; stat|DEF|mult|1.15|when:호감도:>=:80,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
PT_LUNAR_ECLIPSE,월식,성격,4,,별잎,,모순합성,조교|global.음란|gainMult|1.4 ; 관계|호감도|gainMult|0.7,,,달이 해를 삼키는 밤 — 정이 욕에 먹힌다.
PT_MAJESTY,위광,성격,3,,합성계,,합성,관계|교섭|gainMult|1.2 ; 조교|global.복종|gainMult|1.15,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
PT_MARS_STAR,형혹,성격,4,,별잎,,모순합성,조교|global.반감|gainMult|1.2,special|enemyAiDisrupt|0.5,,붉게 깜빡이며 현혹하는 재앙의 별.
PT_MODERATION,중용,성격,4,,별잎,,모순합성,조교|역가전반|gainMult|1.2 ; 조교|global.반감|gainMult|0.8 ; 생활|시설효율|gainMult|1.1,,,조여도 풀어도 아닌, 조율된 한가운데.
PT_OVERFLOW,범람,성격,4,,별잎,,모순합성,조교|감도.전부위|gainMult|1.25 ; 조교|global.공포|gainMult|1.3,weight|공격|0.15,,둑이 터진 감정은 방향을 고르지 않는다.
PT_REIGN,군림,성격,4,,합성계,,합성,생활|시설효율|gainMult|1.3 ; 관계|호감도|gainMult|0.85,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
PT_SATURN_STAR,진성,성격,4,,별잎,,모순합성,관계|호감도|gainMult|0.8,stat|DEF|mult|1.2 ; weight|방어|0.3,,눌러앉아 움직이지 않는 별 — 지키지만, 무겁다.
PT_SELF_DECEIT,자기기만,성격,4,,별잎,,모순합성,관계|호감도|gainMult|0.7 ; 조교|global.음란|gainMult|1.2,,,거울을 보고도 다른 사람을 본다.
PT_SILVER_TONGUE,요설,성격,3,,합성계,,합성,관계|교섭|gainMult|1.25,,,(효과 미저작 — 상향 밸런스 패스) 체인 정본=synthesis_chains.csv
PT_STEADY_HEART,항심,성격,4,,별잎,,모순합성,조교|고통|gainMult|0.6 ; 조교|global.공포|gainMult|0.75,special|fearResist|0.3,,파도가 쳐도 바닥의 돌은 구르지 않는다.
PT_SUN_MOON,일월,성격,4,,별잎,,모순합성,관계|호감도|gainMult|1.25 ; 조교|global.음란|gainMult|1.15,,,해와 달을 한 몸에 — 낮과 밤이 다 그의 것.
PT_VARIABLE_STAR,변광,성격,4,,별잎,,모순합성,조교|global.연모|gainMult|1.3 ; 조교|global.공포|gainMult|1.3,special|randomResist|0.15,,깜빡이는 별 — 밝기가 제멋대로 요동친다.
PT_VENUS_STAR,태백,성격,4,,별잎,,모순합성,관계|호감도|gainMult|1.1,weight|공격|0.2 ; stat|ATK|mult|1.15,,새벽 서쪽의 흰 서슬 — 정련된 열정은 차갑게 벤다.
PT_INTEGRITY,지조,성격,3,,모순,통합,모순합성,조교|global.음란|gainMult|0.8 ; 관계|호감도|gainMult|1.15,,,지키기로 한 선은 지킨다.
PT_DEBAUCH,방종,성격,3,,모순,분열,모순합성,조교|global.음란|gainMult|1.25 ; 조교|global.복종|gainMult|0.85,,,선이 없으면 넘어질 일도 없다.
PT_SHAME_SENSE,염치,성격,3,,모순,통합,모순합성,조교|노출효과|gainMult|1.2 ; 조교|global.반감|gainMult|0.9,,,부끄러움을 아는 몸이 더 뜨겁다.
PT_BRAZEN,파렴치,성격,3,,모순,분열,모순합성,조교|노출효과|gainMult|1.3 ; 관계|호감도|gainMult|0.85,,,가릴 것이 없으니 두려울 것도 없다.
PT_WARMTH,온정,성격,3,,모순,통합,모순합성,관계|호감도|gainMult|1.2 ; 조교|global.공포|gainMult|0.85,,,느끼되 데지 않는 온도.
PT_COLDBLOOD,냉혈심,성격,3,,모순,분열,모순합성,조교|global.연모|gainMult|0.7,special|fearResist|0.3,,차가움은 그 자체로 방패다.
PT_STILL_ROT,정적의 부패,성격,1,,선천계,,초기,,special|enemyAtkDown|0.05,,티어다운 선천 편입 — 원 효과=cross_staging 참조
PT_AMORPH_HEART,부정형 심장,성격,1,,선천계,,초기,,special|randomResist|0.1,,티어다운 선천 편입 — 원 효과=cross_staging 참조
PT_GROOMING,그루밍,성격,1,,선천계,,초기,생활|시설효율|gainMult|1.05,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
PT_EXPLORE_BOND,탐사유대,성격,1,,선천계,,초기,탐사|발견|gainMult|1.05 ; 관계|호감도|gainMult|1.05,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
PT_OBEY_ANTENNA,복종의 안테나,성격,1,,선천계,,초기,조교|global.복종|gainMult|1.1,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
PT_LOYAL_SWAY,충성스러운 미동,성격,1,,선천계,,초기,관계|호감도|gainMult|1.05 ; 조교|global.복종|gainMult|1.05,,,티어다운 선천 편입 — 원 효과=cross_staging 참조
PT_LIONHEART,사자심,성격,1,,우화,,초기,조교|global.공포|gainMult|0.9,weight|공격|0.1,,적사자 — 굴하지 않는 용맹.
PT_DOUBLE_GAZE,겹시선,성격,1,,우화,,초기,,stat|회피|add|0.05,,쌍두 독수리 — 두 방향을 동시에 본다.
PT_DAWN_CRY,새벽울음,성격,1,,우화,,초기,,special|firstStrike|0.1,,수탉 — 가장 먼저 깨어 경계한다.
PT_FOX_WIT,여우꾀,성격,2,,우화,,초기,관계|교섭|gainMult|1.15,weight|회피|0.1,,여우 — 잔꾀와 눈치.
PT_SWARM_INSTINCT,군집본능,성격,1,,우화,,초기,,stat|DEF|mult|1.05,,벌떼 — 무리로 움직인다.
PT_PURITY_SENSE,정결감지,성격,2,,우화,,초기,탐사|발견|gainMult|1.1 ; 조교|global.음란|gainMult|0.9,,,유니콘 — 정결한 것을 알아본다.
PT_SECRETIVE,비밀주의,성격,2,,우화,,초기,관계|호감도|gainMult|0.9,stat|회피|add|0.05,,멜루지네 — 보여주지 않는 시간.
PT_BROW_LETTER,이마글자,성격,2,,우화,,초기,조교|명령계|unlock|1 ; 조교|global.복종|gainMult|1.15,,,골렘 — 이마의 글자로 움직인다. ⚠각인 어휘 회피 명명.
PT_GENTLE_FLIGHT,온순비상,성격,2,,우화,,초기,조교|global.반감|gainMult|0.85,,,디아나의 비둘기 — 조용히 나는 온순함.
PT_RISING_SNAKE,승사,성격,1,,우화,,초기,조교|역가전반|gainMult|1.05,,,카두케우스 — 오르는 뱀. 모순 극.
PT_FALLING_SNAKE,강사,성격,1,,우화,,초기,조교|global.복종|gainMult|1.05,,,카두케우스 — 내리는 뱀. 모순 극.
PT_GOLD_LURE,황금유혹,성격,1,,우화,,초기,관계|교섭|gainMult|1.1,,,황금 사과 — 멈추게 하는 반짝임.
PT_SELF_BIND,자박,성격,3,,합성계,,합성,조교|역가전반|gainMult|1.2 ; 조교|global.음란|gainMult|0.9,,,재결합 — 강해지기 위해 스스로 묶는다(헤르메스의 새 명문). (효과 미저작)
PT_WIT_DUEL,눈치싸움,성격,3,,합성계,,합성,,stat|회피|add|0.1 ; special|firstStrike|0.15,,재결합 — 경계와 꾀의 수싸움. (효과 미저작)
PT_OBEDIENT_VESSEL,복명체,성격,3,,합성계,,합성,조교|global.복종|gainMult|1.3 ; 조교|명령계|unlock|1,,,재결합 — 글자에 복종하는 그릇. (효과 미저작)
PT_MOON_HERALD,달전령,성격,3,,합성계,,합성,관계|호감도|gainMult|1.15 ; 조교|global.공포|gainMult|0.85,,,재결합 — 달의 흰 전령. (효과 미저작)
PT_TWIN_SERPENT,쌍사합주,성격,3,,모순,,모순합성,조교|역가전반|gainMult|1.15 ; 조교|global.복종|gainMult|1.1,,,오르는 뱀과 내리는 뱀이 한 지팡이를 감는다.
PT_TANGLED,뒤엉킴,성격,3,,모순,,모순합성,조교|역가전반|gainMult|0.85 ; 조교|global.공포|gainMult|1.15,,,얽힌 채 오르지도 내리지도 못한다.
PT_PERSONA,가면,성격,3,,합성계,,합성,관계|교섭|gainMult|1.2 ; 조교|global.반감|gainMult|0.9,,,가면
PT_SHOWOFF,과시욕,성격,3,,합성계,,합성,조교|노출효과|gainMult|1.25 ; 관계|호감도|gainMult|1.05,,,과시욕
PT_DISCIPLINE,규율,성격,3,,합성계,,합성,생활|시설효율|gainMult|1.15 ; 조교|global.복종|gainMult|1.1,,,규율
PT_ABSTINENCE,금욕,성격,3,,합성계,,합성,조교|global.음란|gainMult|0.7 ; 조교|역가전반|gainMult|1.1,,,금욕
PT_FROZEN_HEART,동결심,성격,3,,합성계,,합성,조교|global.연모|gainMult|0.75,special|fearResist|0.2,,동결심
PT_NO_THOUGHT,무념,성격,3,,합성계,,합성,조교|global.공포|gainMult|0.75 ; 조교|global.음란|gainMult|0.9,,,무념
PT_ELEGY,비가,성격,3,,합성계,,합성,관계|호감도|gainMult|1.15 ; 생활|지식.예술|gainMult|1.2,,,비가
